AC,CL,DE,GA,ID,ML,NE,TP
PF08909.10,,Domain of unknown function (DUF1854),25.20; 25.20;,DUF1854,130,,Family
PF08983.9,,Domain of unknown function (DUF1856),25.00; 25.00;,DUF1856,49,,Domain
PF08982.10,CL0209,Domain of unknown function (DUF1857),21.30; 21.30;,DUF1857,147,,Domain
PF08984.10,,Domain of unknown function (DUF1858),32.10; 32.10;,DUF1858,59,,Domain
PF08948.9,,Domain of unknown function (DUF1859),25.00; 25.00;,DUF1859,126,,Domain
PF08949.9,CL0100,Domain of unknown function (DUF1860),25.00; 25.00;,DUF1860,219,,Domain
PF08950.9,CL0143,Protein of unknown function (DUF1861),28.00; 28.00;,DUF1861,296,,Domain
PF08937.10,CL0173,MTH538 TIR-like domain (DUF1863),21.20; 21.20;,DUF1863,130,,Domain
PF08933.10,CL0380,Domain of unknown function (DUF1864),19.70; 19.70;,DUF1864,387,,Domain
PF08952.10,CL0221,Domain of unknown function (DUF1866) ,20.40; 20.40;,DUF1866,146,,Domain
PF08956.9,,Domain of unknown function (DUF1869),21.30; 21.30;,DUF1869,59,,Domain
PF08965.9,CL0123,Domain of unknown function (DUF1870),23.80; 23.80;,DUF1870,118,,Domain
PF08958.9,,Domain of unknown function (DUF1871),19.60; 19.60;,DUF1871,77,,Domain
PF08960.9,,Domain of unknown function (DUF1874),20.30; 20.30;,DUF1874,101,,Domain
PF08962.10,,Domain of unknown function (DUF1876),25.00; 25.00;,DUF1876,82,,Domain
PF08974.9,,Domain of unknown function (DUF1877),22.00; 22.00;,DUF1877,165,,Domain
PF08963.9,,Protein of unknown function (DUF1878),21.60; 21.60;,DUF1878,110,,Family
PF02639.13,CL0280,"Uncharacterized BCR, YaiI/YqxD family COG1671",24.30; 24.30;,DUF188,130,,Family
PF08966.10,,Domain of unknown function (DUF1882),20.50; 20.50;,DUF1882,73,,Domain
PF08980.9,,Domain of unknown function (DUF1883),21.00; 21.00;,DUF1883,89,,Domain
PF08967.9,CL0373,Domain of unknown function (DUF1884),28.60; 28.60;,DUF1884,92,,Domain
PF08968.9,,Domain of unknown function (DUF1885),25.00; 25.00;,DUF1885,132,,Domain
PF09002.10,CL0236,Domain of unknown function (DUF1887),26.40; 26.40;,DUF1887,382,,Domain
PF08986.9,,Domain of unknown function (DUF1889),25.00; 25.00;,DUF1889,119,,Domain
PF09001.10,,Domain of unknown function (DUF1890),25.00; 25.00;,DUF1890,139,,Domain
PF09004.9,,Domain of unknown function (DUF1891),20.60; 20.60;,DUF1891,42,,Domain
PF08987.9,,Protein of unknown function (DUF1892),19.90; 19.90;,DUF1892,109,,Family
PF08979.10,,Domain of unknown function (DUF1894),25.00; 25.00;,DUF1894,88,,Domain
PF08989.9,,Domain of unknown function (DUF1896),25.00; 25.00;,DUF1896,142,,Domain
PF09005.9,,Domain of unknown function (DUF1897),20.10; 20.10;,DUF1897,36,,Domain
PF08953.10,,Domain of unknown function (DUF1899),20.70; 20.70;,DUF1899,66,,Domain
PF01579.17,,Domain of unknown function (DUF19),22.30; 22.30;,DUF19,156,,Domain
PF02641.14,CL0089,"Uncharacterized ACR, COG1993",21.00; 21.00;,DUF190,97,,Family
PF08972.10,CL0057,Domain of unknown function (DUF1902),21.70; 21.70;,DUF1902,75,,Domain
PF08921.10,CL0082,Domain of unknown function (DUF1904),24.10; 24.10;,DUF1904,108,,Domain
PF08922.10,,Domain of unknown function (DUF1905),21.00; 21.00;,DUF1905,82,,Domain
PF08924.10,,Domain of unknown function (DUF1906),30.40; 30.40;,DUF1906,128,,Domain
PF08925.10,CL0615,Domain of Unknown Function (DUF1907),25.00; 25.00;,DUF1907,283,,Domain
PF08926.10,,Domain of unknown function (DUF1908),26.20; 26.20;,DUF1908,285,,Domain
PF08928.9,,Domain of unknown function (DUF1910),22.40; 22.40;,DUF1910,117,,Domain
PF08929.9,,Domain of unknown function (DUF1911),25.00; 25.00;,DUF1911,108,,Domain
PF08930.9,,Domain of unknown function (DUF1912),25.00; 25.00;,DUF1912,84,,Domain
PF08939.9,CL0625,Domain of unknown function (DUF1917),20.40; 20.40;,DUF1917,262,,Domain
PF08940.10,CL0624,Domain of unknown function (DUF1918),20.80; 20.80;,DUF1918,58,,Domain
PF08942.9,,Domain of unknown function (DUF1919),25.00; 25.00;,DUF1919,196,,Domain
PF02643.14,,"Uncharacterized ACR, COG1430",20.30; 20.30;,DUF192,96,,Family
PF09081.9,CL0369,Domain of unknown function (DUF1921),25.00; 25.00;,DUF1921,51,,Domain
PF09082.9,,Domain of unknown function (DUF1922),20.70; 20.70;,DUF1922,67,,Domain
PF09083.9,CL0369,Domain of unknown function (DUF1923),19.20; 19.20;,DUF1923,64,,Domain
PF09086.10,CL0318,Domain of unknown function (DUF1924),22.30; 22.30;,DUF1924,96,,Domain
PF09094.10,CL0599,Domain of unknown function (DUF1925),21.10; 21.10;,DUF1925,80,,Domain
PF09095.10,CL0103,Domain of unknown function (DUF1926),19.90; 19.90;,DUF1926,281,,Domain
PF09118.10,,Domain of unknown function (DUF1929),25.00; 25.00;,DUF1929,99,,Domain
PF09122.9,CL0487,Domain of unknown function (DUF1930),21.10; 21.10;,DUF1930,68,,Domain
PF09123.10,CL0012,Domain of unknown function (DUF1931),21.80; 21.80;,DUF1931,138,,Domain
PF09130.10,CL0106,Domain of unknown function (DUF1932),25.00; 25.00;,DUF1932,70,,Domain
PF09147.9,CL0052,Domain of unknown function (DUF1933),20.50; 20.50;,DUF1933,199,,Domain
PF09148.9,CL0116,Domain of unknown function (DUF1934),21.40; 21.40;,DUF1934,128,,Domain
PF09149.9,,Domain of unknown function (DUF1935),20.90; 20.90;,DUF1935,103,,Domain
PF09151.9,CL0167,Domain of unknown function (DUF1936),25.00; 25.00;,DUF1936,34,,Domain
PF09152.9,CL0498,Domain of unknown function (DUF1937),23.00; 23.00;,DUF1937,116,,Domain
PF09153.9,,Domain of unknown function (DUF1938),22.10; 22.10;,DUF1938,86,,Domain
PF09154.9,CL0369,Domain of unknown function (DUF1939),21.00; 21.00;,DUF1939,57,,Domain
PF09155.9,CL0601,Domain of unknown function (DUF1940),25.00; 25.00;,DUF1940,143,,Domain
PF09167.10,CL0524,Domain of unknown function (DUF1942),22.40; 22.40;,DUF1942,125,,Domain
PF09172.10,,Domain of unknown function (DUF1943),23.10; 23.10;,DUF1943,308,,Domain
PF09175.9,,Domain of unknown function (DUF1944),20.90; 20.90;,DUF1944,167,,Domain
PF09178.9,CL0369,Domain of unknown function (DUF1945),21.20; 21.20;,DUF1945,50,,Domain
PF09183.9,,Domain of unknown function (DUF1947),22.50; 22.50;,DUF1947,66,,Domain
PF09185.9,CL0633,Domain of unknown function (DUF1948),32.00; 32.00;,DUF1948,140,,Domain
PF09186.10,CL0437,Domain of unknown function (DUF1949),23.10; 23.10;,DUF1949,56,,Domain
PF09188.9,,Domain of unknown function (DUF1951),24.40; 24.40;,DUF1951,128,,Domain
PF09189.9,,Domain of unknown function (DUF1952),21.20; 21.20;,DUF1952,73,,Domain
PF09196.9,CL0369,Domain of unknown function (DUF1953),25.00; 25.00;,DUF1953,63,,Domain
PF09205.9,,Domain of unknown function (DUF1955),26.40; 26.40;,DUF1955,159,,Domain
PF09209.10,CL0174,Domain of unknown function (DUF1956),21.30; 21.30;,DUF1956,125,,Domain
PF09210.10,CL0599,Domain of unknown function (DUF1957),25.00; 25.00;,DUF1957,101,,Domain
PF09211.9,,Domain of unknown function (DUF1958),24.00; 24.00;,DUF1958,63,,Domain
PF09218.9,,Domain of unknown function (DUF1959),22.10; 22.10;,DUF1959,116,,Domain
PF09224.10,CL0004,Domain of unknown function (DUF1961),25.00; 25.00;,DUF1961,214,,Domain
PF09227.9,,Domain of unknown function (DUF1962),21.30; 21.30;,DUF1962,64,,Domain
PF09234.9,,Domain of unknown function (DUF1963),21.80; 21.80;,DUF1963,212,,Domain
PF09244.9,CL0369,Domain of unknown function (DUF1964),21.80; 21.80;,DUF1964,67,,Domain
PF09248.9,CL0047,Domain of unknown function (DUF1965),21.40; 21.40;,DUF1965,69,,Domain
PF09260.10,CL0369,Domain of unknown function (DUF1966),21.30; 21.30;,DUF1966,90,,Domain
PF09269.10,,Domain of unknown function (DUF1967),20.70; 20.70;,DUF1967,70,,Domain
PF09291.9,CL0011,Domain of unknown function (DUF1968),22.10; 22.10;,DUF1968,80,,Domain
PF09301.9,,Domain of unknown function (DUF1970),22.50; 22.50;,DUF1970,117,,Domain
PF09313.10,CL0029,Domain of unknown function (DUF1971),23.10; 23.10;,DUF1971,80,,Domain
PF09314.10,CL0113,Domain of unknown function (DUF1972),21.10; 21.10;,DUF1972,186,,Family
PF09317.10,,Domain of unknown function (DUF1974),25.00; 25.00;,DUF1974,284,,Family
PF09320.10,,Domain of unknown function (DUF1977),20.90; 20.90;,DUF1977,105,,Family
PF09321.9,,Domain of unknown function (DUF1978),25.10; 25.10;,DUF1978,244,,Family
PF09322.9,,Domain of unknown function (DUF1979),25.00; 25.00;,DUF1979,58,,Family
PF09323.9,,Domain of unknown function (DUF1980),25.90; 25.90;,DUF1980,180,,Family
PF09324.9,,Domain of unknown function (DUF1981),23.50; 23.50;,DUF1981,84,,Family
PF09327.10,,Domain of unknown function (DUF1983),20.90; 20.90;,DUF1983,81,,Family
PF09331.10,,Domain of unknown function (DUF1985),29.80; 29.80;,DUF1985,138,,Family
PF09342.10,CL0124,Domain of unknown function (DUF1986),25.20; 25.20;,DUF1986,116,,Domain
PF09345.9,,Domain of unknown function (DUF1987),22.10; 22.10;,DUF1987,121,,Domain
PF09347.9,,Domain of unknown function (DUF1989),21.20; 21.20;,DUF1989,167,,Domain
PF09348.9,,Domain of unknown function (DUF1990),20.70; 20.70;,DUF1990,154,,Domain
PF09350.9,,Domain of unknown function (DUF1992),20.60; 20.60;,DUF1992,70,,Domain
PF09351.9,CL0310,Domain of unknown function (DUF1993),23.40; 23.40;,DUF1993,161,,Domain
PF09353.9,,Domain of unknown function (DUF1995),26.00; 26.00;,DUF1995,197,,Domain
PF09362.9,,Domain of unknown function (DUF1996),20.80; 20.80;,DUF1996,233,,Domain
PF09366.9,,Protein of unknown function (DUF1997),26.70; 26.70;,DUF1997,155,,Family
PF09369.9,,Domain of unknown function (DUF1998),24.20; 24.20;,DUF1998,83,,Family
PF09390.9,CL0257,Protein of unknown function (DUF1999),25.00; 25.00;,DUF1999,159,,Family
PF09391.9,CL0305,Protein of unknown function (DUF2000),25.00; 25.00;,DUF2000,133,,Family
PF09393.9,CL0504,Phage tail tube protein,27.00; 27.00;,DUF2001,139,,Domain
PF09400.9,CL0631,Protein of unknown function (DUF2002),19.70; 19.70;,DUF2002,110,,Domain
PF09404.9,,Eukaryotic protein of unknown function (DUF2003),19.80; 19.80;,DUF2003,440,,Family
PF09406.9,,Protein of unknown function (DUF2004),22.40; 22.40;,DUF2004,106,,Family
PF09413.9,CL0089,Putative prokaryotic signal transducing protein ,25.50; 25.50;,DUF2007,67,,Domain
PF09418.9,,Protein of unknown function (DUF2009),25.00; 25.00;,DUF2009,456,,Family
PF09428.9,,Fungal protein of unknown function (DUF2011),24.50; 24.50;,DUF2011,146,,Family
PF09430.9,CL0287,Protein of unknown function (DUF2012),26.60; 26.60;,DUF2012,123,,Family
PF09431.9,,Protein of unknown function (DUF2013),21.40; 21.40;,DUF2013,138,,Family
PF09427.9,,Domain of unknown function (DUF2014) ,20.50; 20.50;,DUF2014,263,,Domain
PF09435.9,,Fungal protein of unknown function (DUF2015),20.90; 20.90;,DUF2015,112,,Family
PF09436.9,,Domain of unknown function (DUF2016),24.10; 24.10;,DUF2016,72,,Domain
PF09438.9,,Domain of unknown function (DUF2017),25.00; 25.00;,DUF2017,177,,Domain
PF09442.9,,Domain of unknown function (DUF2018),25.00; 25.00;,DUF2018,82,,Domain
PF09450.9,CL0020,Domain of unknown function (DUF2019),22.20; 22.20;,DUF2019,105,,Domain
PF02656.14,,Domain of unknown function (DUF202),23.30; 23.30;,DUF202,68,,Family
PF09449.9,CL0619,Domain of unknown function (DUF2020),25.00; 25.00;,DUF2020,144,,Domain
PF09633.9,,Protein of unknown function (DUF2023),21.30; 21.30;,DUF2023,101,,Domain
PF09630.9,,Domain of unknown function (DUF2024),20.40; 20.40;,DUF2024,81,,Domain
PF09634.9,,Protein of unknown function (DUF2025),25.00; 25.00;,DUF2025,105,,Domain
PF09641.9,CL0125,Protein of unknown function (DUF2026),25.00; 25.00;,DUF2026,205,,Domain
PF09640.9,,Domain of unknown function (DUF2027),25.00; 25.00;,DUF2027,156,,Domain
PF09667.9,,Domain of unknown function (DUF2028),25.00; 25.00;,DUF2028,197,,Family
PF09592.9,,Protein of unknown function (DUF2031),21.50; 21.50;,DUF2031,227,,Family
PF10356.8,CL0236,Protein of unknown function (DUF2034),20.10; 20.10;,DUF2034,185,,Family
PF10217.8,,Uncharacterized conserved protein (DUF2039),27.00; 27.00;,DUF2039,89,,Family
PF09745.8,,Coiled-coil domain-containing protein 55 (DUF2040),25.00; 25.00;,DUF2040,121,,Coiled-coil
PF09740.8,,Uncharacterized conserved protein (DUF2043),20.10; 20.10;,DUF2043,106,,Family
PF09741.8,,Uncharacterized conserved protein (DUF2045),25.00; 25.00;,DUF2045,233,,Family
PF09755.8,,Uncharacterized conserved protein H4 (DUF2046),24.70; 24.70;,DUF2046,304,,Family
PF09752.8,CL0028,Abhydrolase domain containing 18 ,19.80; 19.80;,DUF2048,352,,Family
PF09747.8,,Coiled-coil domain containing protein (DUF2052),25.00; 25.00;,DUF2052,198,,Coiled-coil
PF09767.8,,Predicted membrane protein (DUF2053),22.60; 22.60;,DUF2053,160,,Family
PF10218.8,,Uncharacterized conserved protein (DUF2054),22.00; 22.00;,DUF2054,132,,Family
PF09829.8,,Uncharacterized protein conserved in bacteria (DUF2057),24.00; 24.00;,DUF2057,193,,Family
PF09831.8,,Uncharacterized protein conserved in bacteria (DUF2058),25.00; 25.00;,DUF2058,175,,Family
PF09832.8,,Uncharacterized protein conserved in bacteria (DUF2059),23.60; 23.60;,DUF2059,60,,Family
PF09834.8,,Predicted membrane protein (DUF2061),21.40; 21.40;,DUF2061,52,,Family
PF09835.8,,Uncharacterized protein conserved in bacteria (DUF2062),26.20; 26.20;,DUF2062,148,,Family
PF09836.8,,Putative DNA-binding domain,22.50; 22.50;,DUF2063,85,,Family
PF09837.8,CL0110,Uncharacterized protein conserved in bacteria (DUF2064),25.80; 25.80;,DUF2064,123,,Family
PF09838.8,,Uncharacterized protein conserved in bacteria (DUF2065),20.80; 20.80;,DUF2065,56,,Family
PF09839.8,,Uncharacterized protein conserved in bacteria (DUF2066),20.70; 20.70;,DUF2066,232,,Family
PF09840.8,,Uncharacterized protein conserved in archaea (DUF2067),24.90; 24.90;,DUF2067,186,,Family
PF09842.8,,Predicted membrane protein (DUF2069),22.10; 22.10;,DUF2069,104,,Family
PF09843.8,,Predicted membrane protein (DUF2070),30.00; 30.00;,DUF2070,564,,Family
PF09844.8,CL0403,Uncharacterized conserved protein (COG2071),21.00; 21.00;,DUF2071,212,,Family
PF09845.8,CL0167,Zn-ribbon containing protein,23.00; 23.00;,DUF2072,133,,Family
PF09846.8,,Uncharacterized protein conserved in archaea (DUF2073),20.40; 20.40;,DUF2073,105,,Family
PF09848.8,CL0023,Uncharacterized conserved protein (DUF2075),20.30; 20.30;,DUF2075,363,,Family
PF09849.8,,Uncharacterized protein conserved in bacteria (DUF2076),38.00; 38.00;,DUF2076,260,,Family
PF09852.8,CL0111,Predicted membrane protein (DUF2079),27.90; 27.90;,DUF2079,456,,Family
PF02677.13,,"Uncharacterized BCR, COG1636",23.50; 23.50;,DUF208,175,,Family
PF09853.8,,Putative transposon-encoded protein (DUF2080),21.50; 21.50;,DUF2080,50,,Family
PF09856.8,,Predicted transcriptional regulator (DUF2083),21.30; 21.30;,DUF2083,157,,Family
PF09858.8,,Predicted membrane protein (DUF2085),25.00; 25.00;,DUF2085,90,,Family
PF09860.8,,Uncharacterized protein conserved in bacteria (DUF2087),22.40; 22.40;,DUF2087,69,,Family
PF09861.8,CL0471,Domain of unknown function (DUF2088),23.30; 23.30;,DUF2088,204,,Domain
PF09862.8,CL0123,Protein of unknown function (DUF2089),29.60; 29.60;,DUF2089,114,,Family
PF09863.8,CL0036,Uncharacterized protein conserved in bacteria (DUF2090),21.40; 21.40;,DUF2090,310,,Family
PF09865.8,CL0048,Predicted periplasmic protein (DUF2092),21.20; 21.20;,DUF2092,212,,Domain
PF09866.8,,Uncharacterized protein conserved in bacteria (DUF2093),25.00; 25.00;,DUF2093,42,,Family
PF09867.8,,Uncharacterized protein conserved in bacteria (DUF2094),20.80; 20.80;,DUF2094,135,,Family
PF09868.8,,Uncharacterized protein conserved in archaea (DUF2095),25.00; 25.00;,DUF2095,129,,Family
PF09869.8,CL0007,Uncharacterized protein conserved in archaea (DUF2096),22.50; 22.50;,DUF2096,169,,Family
PF09870.8,,Uncharacterized protein conserved in archaea (DUF2097),25.00; 25.00;,DUF2097,87,,Family
PF09871.8,,Uncharacterized protein conserved in archaea (DUF2098),25.00; 25.00;,DUF2098,94,,Family
PF09872.8,,Uncharacterized protein conserved in archaea (DUF2099),25.00; 25.00;,DUF2099,257,,Family
PF01595.19,,Domain of unknown function DUF21,28.40; 28.40;,DUF21,176,,Family
PF09873.8,,Uncharacterized protein conserved in archaea (DUF2100),23.00; 23.00;,DUF2100,217,,Family
PF09874.8,,Predicted membrane protein (DUF2101),20.40; 20.40;,DUF2101,206,,Family
PF09875.8,,Uncharacterized protein conserved in archaea (DUF2102),25.00; 25.00;,DUF2102,103,,Family
PF09876.8,,Predicted metal-binding protein (DUF2103),22.40; 22.40;,DUF2103,98,,Family
PF09877.8,,Predicted membrane protein (DUF2104),22.80; 22.80;,DUF2104,100,,Family
PF09878.8,,Predicted membrane protein (DUF2105),32.00; 32.00;,DUF2105,200,,Family
PF09879.8,,Predicted membrane protein (DUF2106),25.00; 25.00;,DUF2106,151,,Family
PF09880.8,,Predicted membrane protein (DUF2107),27.50; 27.50;,DUF2107,73,,Family
PF09881.8,,Predicted membrane protein (DUF2108),29.60; 29.60;,DUF2108,70,,Family
PF09882.8,,Predicted membrane protein (DUF2109),23.10; 23.10;,DUF2109,76,,Family
PF02680.13,,"Uncharacterized ArCR, COG1888",21.90; 21.90;,DUF211,89,,Family
PF09883.8,CL0021,Uncharacterized protein conserved in archaea (DUF2110),23.10; 23.10;,DUF2110,223,,Family
PF09884.8,,Uncharacterized protein conserved in archaea (DUF2111),20.90; 20.90;,DUF2111,83,,Family
PF09885.8,,Uncharacterized protein conserved in archaea (DUF2112),25.00; 25.00;,DUF2112,143,,Family
PF09886.8,,Uncharacterized protein conserved in archaea (DUF2113),19.50; 19.50;,DUF2113,185,,Family
PF09887.8,,Uncharacterized protein conserved in archaea (DUF2114),25.00; 25.00;,DUF2114,449,,Family
PF09888.8,,Uncharacterized protein conserved in archaea (DUF2115),25.00; 25.00;,DUF2115,164,,Family
PF09889.8,CL0167,Uncharacterized protein containing a Zn-ribbon (DUF2116),21.80; 21.80;,DUF2116,59,,Family
PF09890.8,,Uncharacterized protein conserved in archaea (DUF2117),25.00; 25.00;,DUF2117,212,,Family
PF09891.8,CL0105,Uncharacterized protein conserved in archaea (DUF2118),20.50; 20.50;,DUF2118,151,,Family
PF09892.8,,Uncharacterized protein conserved in archaea (DUF2119),30.30; 30.30;,DUF2119,188,,Family
PF02681.13,CL0525,Divergent PAP2 family,26.50; 26.50;,DUF212,128,,Family
PF09893.8,,Uncharacterized protein conserved in archaea (DUF2120),25.00; 25.00;,DUF2120,136,,Family
PF09894.8,,Uncharacterized protein conserved in archaea (DUF2121),26.80; 26.80;,DUF2121,196,,Family
PF09895.8,CL0098,RecB-family nuclease (DUF2122),25.00; 25.00;,DUF2122,106,,Family
PF09897.8,,Uncharacterized protein conserved in archaea (DUF2124),21.40; 21.40;,DUF2124,141,,Family
PF09898.8,,Uncharacterized protein conserved in bacteria (DUF2125),21.70; 21.70;,DUF2125,317,,Family
PF09899.8,CL0286,Putative amidoligase enzyme (DUF2126),19.10; 19.10;,DUF2126,818,,Family
PF09900.8,,Predicted membrane protein (DUF2127),24.30; 24.30;,DUF2127,140,,Family
PF09902.8,,Uncharacterized protein conserved in bacteria (DUF2129),22.00; 22.00;,DUF2129,70,,Family
PF09903.8,,Uncharacterized protein conserved in bacteria (DUF2130),25.40; 25.40;,DUF2130,257,,Family
PF09906.8,,Uncharacterized protein conserved in bacteria (DUF2135),22.00; 22.00;,DUF2135,52,,Family
PF09909.8,,Uncharacterized protein conserved in bacteria (DUF2138),20.70; 20.70;,DUF2138,552,,Family
PF09910.8,,Uncharacterized protein conserved in archaea (DUF2139),25.90; 25.90;,DUF2139,340,,Family
PF09911.8,,Uncharacterized protein conserved in bacteria (DUF2140),34.30; 34.30;,DUF2140,187,,Family
PF09912.8,,Uncharacterized protein conserved in bacteria (DUF2141),24.40; 24.40;,DUF2141,112,,Family
PF09913.8,CL0111,Predicted membrane protein (DUF2142),29.50; 29.50;,DUF2142,392,,Family
PF09916.8,,Uncharacterized protein conserved in bacteria (DUF2145),25.00; 25.00;,DUF2145,200,,Family
PF09917.8,CL0116,Uncharacterized protein conserved in bacteria (DUF2147),19.80; 19.80;,DUF2147,112,,Family
PF09918.8,,Uncharacterized protein containing a ferredoxin domain (DUF2148),25.00; 25.00;,DUF2148,68,,Family
PF09919.8,,Uncharacterized conserved protein (DUF2149),25.50; 25.50;,DUF2149,92,,Family
PF09920.8,,Uncharacterized protein conserved in archaea (DUF2150),20.60; 20.60;,DUF2150,188,,Family
PF10221.8,,Cell cycle and development regulator,18.50; 18.50;,DUF2151,685,,Family
